Trabalho, Avaliador 1, Avaliador 2, Avaliador 3, Avaliador 4, Similaridade 1, Similaridade 2, Similaridade 3, Similaridade 4
412,dilaine soares sampaio,matheus da cruz e zica,dilaine soares sampaio,matheus da cruz e zica,0.35,0.12,0.35,0.12
413,pedro farias francelino,maria de fatima barbosa de mesquita batista,pedro farias francelino,maria de fatima barbosa de mesquita batista,0.22,0.07,0.22,0.07
414,roseane batista feitosa nicolau,evangelina maria brito de faria,roseane batista feitosa nicolau,rubens marques de lucena,0.41,0.41,0.41,0.41
415,beliza aurea de arruda melo,marcio martins leitao,beliza aurea de arruda melo,evangelina maria brito de faria,0.41,0.42,0.41,0.43
416,hermano de franca rodrigues,beliza aurea de arruda melo,hermano de franca rodrigues,beliza aurea de arruda melo,0.44,0.32,0.44,0.32
417,beliza aurea de arruda melo,evangelina maria brito de faria,regina celi mendes pereira da silva,fabio alexandre silva bezerra,0.41,0.31,0.5,0.48
418,evangelina maria brito de faria,marianne carvalho bezerra cavalcante,evangelina maria brito de faria,marianne carvalho bezerra cavalcante,0.48,0.27,0.48,0.27
419,marcio martins leitao,marianne carvalho bezerra cavalcante,marcio martins leitao,marianne carvalho bezerra cavalcante,0.48,0.31,0.48,0.31
420,marcio martins leitao,evangelina maria brito de faria,marcio martins leitao,evangelina maria brito de faria,0.27,0.31,0.27,0.31
421,marluce pereira da silva,joao wandemberg goncalves maciel,joao wandemberg goncalves maciel,alvanira lucia de barros,0.26,0.41,0.41,0.37
422,marluce pereira da silva,fabio alexandre silva bezerra,joao wandemberg goncalves maciel,alvanira lucia de barros,0.31,0.37,0.36,0.42
423,camila nathalia de oliveira braga,roberto carlos de assis,joao wandemberg goncalves maciel,sandra helena gurgel dantas de medeiros,0.31,0.16,0.55,0.32
424,maria del pilar roca escalante,fabio alexandre silva bezerra,marluce pereira da silva,regina celi mendes pereira da silva,0.41,0.41,0.55,0.54
425,joao wandemberg goncalves maciel,rosalina maria sales chianca,joao wandemberg goncalves maciel,fabio alexandre silva bezerra,0.54,0.19,0.54,0.48
426,maria del pilar roca escalante,sandra helena gurgel dantas de medeiros,regina celi mendes pereira da silva,roberto carlos de assis,0.33,0.25,0.48,0.35
427,karina chianca venancio,luciane alves santos,karina chianca venancio,luciane alves santos,0.31,0.33,0.31,0.33
428,socorro de fatima pacifico barbosa,fabio de sousa dantas,genilda alves de azeredo,fabio de sousa dantas,0.28,0.18,0.4,0.18
429,expedito ferraz junior,michelle bianca santos dantas,genilda alves de azeredo,luciane alves santos,0.22,0.19,0.31,0.28
430,lucia fatima fernandes nobre,maria luiza teixeira batista,lucia fatima fernandes nobre,maria luiza teixeira batista,0.38,0.31,0.38,0.31
431,alice lumi satomi,jose henrique padovani velloso,maura lucia fernandes penna,alice lumi satomi,0.36,0.07,0.39,0.36
432,alice lumi satomi,jose henrique padovani velloso,luciana noda,alice lumi satomi,0.43,0.13,0.39,0.43
433,maura lucia fernandes penna,jose henrique padovani velloso,luciana noda,maura lucia fernandes penna,0.43,-0.01,0.36,0.43
434,luciana noda,carlos federico buonfiglio dowling,alice lumi satomi,carlos federico buonfiglio dowling,0.26,0.34,0.37,0.34
435,neusa collet,ana valeria endres,ed porto bezerra,ana valeria endres,0.09,0.27,0.39,0.27
436,maria luiza pereira de alencar mayer feitosa,jose ernesto pimentel filho,maria luiza pereira de alencar mayer feitosa,gustavo rabay guerra,0.35,0.28,0.35,0.45
437,evandro leite de souza,selma dos passos braga,evandro leite de souza,selma dos passos braga,0.33,0.29,0.33,0.29
438,marine raquel diniz da rosa,leonardo wanderley lopes,marine raquel diniz da rosa,leonardo wanderley lopes,0.46,0.48,0.46,0.48
439,giorvan anderson dos santos alves,luciana pimentel fernandes de melo,anna alice figueiredo de almeida,giorvan anderson dos santos alves,0.37,0.17,0.46,0.37
440,kelly cristiane gomes da silva,sandro marden torres,kelly cristiane gomes da silva,sandro marden torres,0.2,0.11,0.2,0.11
441,marine raquel diniz da rosa,leonardo wanderley lopes,cirineu cecote stein,leonardo wanderley lopes,0.34,0.48,0.38,0.48
442,paulo rogerio ferreti bonan,bianca marques santiago,luciane queiroz mota de lima,ednara mercia fernandes de andrade,0.21,0.03,0.3,0.17
443,eliton souto de medeiros,flavia de medeiros aquino,ramon alves torquato,debora albuquerque vieira,0.21,0.11,0.32,0.33
444,bagnolia araujo da silva,diego nunes guedes,bagnolia araujo da silva,diego nunes guedes,0.22,0.38,0.22,0.38
445,maria de fatima alcantara barros,heleodorio honorato dos santos,janine marta coelho rodrigues,angela cristina dornelas da silva,0.03,0.35,0.4,0.39
446,marcos antonio nicolau,marcel vieira barreto silva,marcos antonio nicolau,marcel vieira barreto silva,0.16,-0.02,0.16,-0.02
447,hermano de franca rodrigues,maria de fatima barbosa de mesquita batista,hermano de franca rodrigues,maria de fatima barbosa de mesquita batista,0.26,0.14,0.26,0.14
448,cirineu cecote stein,luciana pimentel fernandes de melo,wagner teobaldo lopes de andrade,luciana pimentel fernandes de melo,0.2,0.37,0.31,0.37
449,cicero da rocha souto,darlan alexandria fernandes,cicero da rocha souto,cleonilson protasio de souza,0.5,0.5,0.5,0.48
450,cirineu cecote stein,marine raquel diniz da rosa,marine raquel diniz da rosa,luciana pimentel fernandes de melo,0.09,0.33,0.33,0.29
451,liszandra fernanda araujo campos,ricardo peixoto suassuna dutra,debora albuquerque vieira,max rocha quirino,0.2,0.31,0.3,0.36
452,sildivane valcacia silva,demetrius antonio machado de araujo,sildivane valcacia silva,demetrius antonio machado de araujo,0.31,0.63,0.31,0.63
453,antonio geraldo cidrao de carvalho,heleodorio honorato dos santos,antonio geraldo cidrao de carvalho,jose jamacy de almeida ferreira,0.18,0.19,0.18,0.49
454,valdir de andrade braga,ulrich vasconcelos da rocha gomes,ulrich vasconcelos da rocha gomes,roberto sassi,0.15,0.46,0.46,0.49
455,fabiola da cruz nunes,ulrich vasconcelos da rocha gomes,demetrius antonio machado de araujo,andrea farias de almeida,0.11,0.25,0.47,0.35
456,anieres barbosa da silva,marcelo de oliveira moura,eduardo rodrigues viana de lima,maria de fatima ferreira rodrigues,0.14,0.19,0.32,0.3
457,paulo giovani antonino nunes,josiane de campos cruz,josiane de campos cruz,joseilme fernandes gouveia,0.04,0.09,0.09,0.39
458,neide maria gomes de lucena,angela cristina dornelas da silva,heleodorio honorato dos santos,jeronimo farias de alencar,0.06,0.22,0.31,0.28
459,antonio geraldo cidrao de carvalho,heleodorio honorato dos santos,janine marta coelho rodrigues,palloma rodrigues de andrade,0.06,0.32,0.37,0.32
460,rubens marques de lucena,carla alecsandra de melo bonifacio,roseane batista feitosa nicolau,carla alecsandra de melo bonifacio,0.12,0.39,0.41,0.39
461,simone helena dos santos oliveira,patricia serpa de souza batista,maria miriam lima da nobrega,lenilma bento de araujo meneses,0.14,0.15,0.24,0.23
462,eduardo rodrigues viana de lima,marcelo de oliveira moura,eduardo rodrigues viana de lima,anieres barbosa da silva,0.16,0.09,0.16,0.36
463,jailane de souza aquino,flavia emilia leite de lima ferreira,jailane de souza aquino,maria da conceicao rodrigues goncalves,0.26,0.01,0.26,0.44
464,richarde marques da silva,henrique elias pessoa gutierres,henrique elias pessoa gutierres,christianne maria moura reis,0.1,0.21,0.21,0.18
465,fabiana sena da silva,maria zuleide da costa pereira,marineuma de oliveira costa cavalcanti,monica dias palitot,0.1,0.45,0.48,0.51
466,palloma rodrigues de andrade,jeronimo farias de alencar,maria de fatima alcantara barros,angela cristina dornelas da silva,0.18,0.28,0.49,0.32
467,alexandre sergio silva,jose cazuza de farias junior,gilmario ricarte batista,pierre normando gomes-da-silva,0.27,0.3,0.32,0.33
468,antonio geraldo cidrao de carvalho,neide maria gomes de lucena,palloma rodrigues de andrade,jose jamacy de almeida ferreira,0.13,0.17,0.32,0.31
469,doralice satyro maia,bartolomeu israel de souza,emilia de rodat fernandes moreira,anieres barbosa da silva,0.23,0.08,0.32,0.38
470,emilia de rodat fernandes moreira,marcelo de oliveira moura,pedro costa guedes vianna,eduardo rodrigues viana de lima,0.14,0.31,0.36,0.38
471,jorge fernando hermida aveiro,jose cazuza de farias junior,jorge fernando hermida aveiro,pierre normando gomes-da-silva,0.24,0.21,0.24,0.21
472,adriana dias vieira,narbal de marsillac fontes,sven peterke,marcilio toscano franca filho,0.42,0.23,0.57,0.08
473,eduardo rodrigues viana de lima,maria de fatima ferreira rodrigues,marcelo de oliveira moura,maria de fatima ferreira rodrigues,0.23,0.28,0.37,0.28
474,ulrich vasconcelos da rocha gomes,marta maria da conceicao,valdir de andrade braga,andrea farias de almeida,0.19,0.09,0.47,0.42
475,janine marta coelho rodrigues,neide maria gomes de lucena,maria de fatima alcantara barros,jose jamacy de almeida ferreira,0.13,0.18,0.42,0.52
476,iraquitan de oliveira caminha,alexandre sergio silva,maria do socorro cirilo de sousa,alexandre sergio silva,0.0,0.47,0.49,0.47
477,jorge fernando hermida aveiro,pierre normando gomes-da-silva,maria do socorro cirilo de sousa,alexandre sergio silva,0.16,0.33,0.37,0.45
478,sildivane valcacia silva,demetrius antonio machado de araujo,eneas ricardo de morais gomes,andrea farias de almeida,0.23,0.22,0.31,0.31
479,patricia pinheiro fernandes vieira,pablo brilhante de sousa,ana luiza mattos braga,patricia pinheiro fernandes vieira,0.27,0.14,0.36,0.27
480,jorge fernando hermida aveiro,pierre normando gomes-da-silva,jorge fernando hermida aveiro,alexandre sergio silva,0.37,0.17,0.37,0.36
481,marcelo sobral da silva,vicente carlos de oliveira costa,jose maria barbosa filho,marcelo sobral da silva,0.26,0.04,0.24,0.26
482,alexandre nobrega duarte,tatjana keesen de souza lima clemente,waldir leite roque,hugo leonardo davi de souza cavalcante,0.22,-0.01,0.35,0.4
483,iolanda beserra da costa santos,maria miriam lima da nobrega,jacira dos santos oliveira,solange fatima geraldo da costa,0.29,0.29,0.37,0.39
484,fabiola da cruz nunes,flavia de oliveira paulino,sildivane valcacia silva,fabiola da cruz nunes,0.49,0.38,0.42,0.49
485,maria do socorro cirilo de sousa,gilmario ricarte batista,gilmario ricarte batista,amilton da cruz santos,0.36,0.47,0.47,0.36
486,iraquitan de oliveira caminha,gilmario ricarte batista,maria do socorro cirilo de sousa,gilmario ricarte batista,0.12,0.45,0.39,0.45
487,maria do socorro cirilo de sousa,gilmario ricarte batista,maria do socorro cirilo de sousa,alexandre sergio silva,0.33,0.33,0.33,0.38
488,emilia de rodat fernandes moreira,anieres barbosa da silva,eduardo rodrigues viana de lima,doralice satyro maia,0.19,0.31,0.33,0.37
489,anna alice figueiredo de almeida,marine raquel diniz da rosa,leonardo wanderley lopes,wagner teobaldo lopes de andrade,0.05,0.29,0.37,0.29
490,sildivane valcacia silva,marcia helena pontieri,fabiola da cruz nunes,livio carvalho de figueiredo,0.09,0.29,0.33,0.3
491,ruy alberto pisani altafim,cleonilson protasio de souza,euler cassio tavares de macedo,ruy alberto pisani altafim,0.26,0.14,0.13,0.26
492,gilmario ricarte batista,alexandre sergio silva,jorge fernando hermida aveiro,iraquitan de oliveira caminha,0.13,0.35,0.34,0.21
493,emilia de rodat fernandes moreira,marcelo de oliveira moura,doralice satyro maia,maria de fatima ferreira rodrigues,-0.05,0.18,0.36,0.39
494,reinaldo nobrega de almeida,rafael de almeida travassos,isac almeida de medeiros,maria do socorro de franca silva,0.22,0.06,0.39,0.39
495,andressa feitosa bezerra de oliveira,fabio correia sampaio,andressa feitosa bezerra de oliveira,fabio correia sampaio,0.33,0.41,0.33,0.41
496,anand subramanian,fabio morais borges,claudia fabiana gohr,fabio morais borges,0.05,0.14,0.33,0.14
497,adriana dias vieira,roberto cordoville efrem de lima filho,narbal de marsillac fontes,flavianne fernanda bitencourt nobrega,0.19,0.18,0.29,0.2
498,ricardo almeida de melo,heber pimentel gomes,ricardo almeida de melo,heber pimentel gomes,0.22,0.25,0.22,0.25
499,hermano de franca rodrigues,pedro farias francelino,hermano de franca rodrigues,pedro farias francelino,0.3,0.14,0.3,0.14
500,anderson moebus retondar,marcela zamboni lucena,loreley gomes garcia,simone magalhaes brito,0.2,0.21,0.34,0.33
501,anderson moebus retondar,loreley gomes garcia,geovania da silva toscano,marcela zamboni lucena,0.2,0.11,0.27,0.28
502,maria de fatima vanderlei de souza,celidarque da silva dias,damiao pergentino de sousa,kristerson reinaldo de luna freire,0.23,0.36,0.41,0.4
503,joao marcos bezerra do o,fagner dias araruna,joao marcos bezerra do o,fagner dias araruna,0.21,0.17,0.21,0.17
504,carlos antonio cabral dos santos,jose mauricio alves de matos gurgel,monica carvalho,emerson freitas jaguaribe,0.01,-0.11,0.24,0.29
505,marckson roberto ferreira de sousa,wagner junqueira de araujo,izabel franca de lima,wagner junqueira de araujo,0.02,0.27,0.35,0.27
506,thierry marcelino passerat de silans,martine patricia arltte chevroller,thierry marcelino passerat de silans,martine patricia arltte chevroller,0.1,0.21,0.1,0.21
507,maria sueli marques soares,luciane queiroz mota de lima,hugo lemes carlo,maria sueli marques soares,0.04,0.0,0.23,0.04
508,maria de fatima vanderlei de souza,damiao pergentino de sousa,marcelo sobral da silva,maria de fatima vanderlei de souza,0.38,0.21,0.4,0.38
509,ian porto gurgel do amaral,alda lucia de lima amancio,ierece maria de lucena rosa,alda lucia de lima amancio,0.25,0.15,0.12,0.15
510,ian porto gurgel do amaral,alda lucia de lima amancio,ierece maria de lucena rosa,alda lucia de lima amancio,0.16,0.23,0.23,0.23
511,joao marcos bezerra do o,fagner dias araruna,joao marcos bezerra do o,fagner dias araruna,0.32,0.21,0.32,0.21
512,zelma glebya maciel quirino,luciana gomes barbosa,alexandre ramlo torre palma,luciana gomes barbosa,0.14,0.23,0.31,0.23
513,hugo lemes carlo,ana karina maciel de andrade,rosangela marques duarte,ana karina maciel de andrade,0.25,0.15,0.14,0.15
514,loreley gomes garcia,geovania da silva toscano,teresa cristina furtado matos,jose francisco de melo neto,0.08,0.25,0.29,0.33
515,robinsom viegas montenegro,rosangela marques duarte,robinsom viegas montenegro,rosangela marques duarte,0.15,0.32,0.15,0.32
516,marineuma de oliveira costa cavalcanti,maria alves de azeredo,marineuma de oliveira costa cavalcanti,monica dias palitot,0.39,0.09,0.39,0.24
517,marineuma de oliveira costa cavalcanti,nilvania dos santos silva,maria alves de azeredo,nilvania dos santos silva,0.04,0.28,0.04,0.28
518,danielle guedes de lima cavalcante,sandro marden torres,danielle guedes de lima cavalcante,sandro marden torres,0.2,0.2,0.2,0.2
519,maria de fatima alcantara barros,maria do socorro cirilo de sousa,janine marta coelho rodrigues,jose jamacy de almeida ferreira,0.19,0.19,0.28,0.21
520,dilaine soares sampaio,deyve redyson melo dos santos,dilaine soares sampaio,deyve redyson melo dos santos,0.24,0.12,0.24,0.12
521,flavio freitas barbosa,fabiola de sousa braz aquino,liana clebia de morais pordeus,flavio freitas barbosa,0.35,0.36,0.23,0.35
522,carlos antonio cabral dos santos,jose mauricio alves de matos gurgel,carlos antonio cabral dos santos,zaqueu ernesto da silva,0.21,0.14,0.21,0.29
523,eliane bezerra paiva,izabel franca de lima,isa maria freire,izabel franca de lima,0.05,0.24,0.13,0.24
524,james batista vieira,marcelo burgos pimentel dos santos,samir perrone de miranda,thiago lima da silva,0.53,0.17,0.53,0.43
525,jacira dos santos oliveira,maria bernadete de sousa costa,maria djair dias,valeria peixoto bezerra,0.23,0.22,0.29,0.24
526,wagner de mendonca faustino,gerd bruno da rocha,gerd bruno da rocha,lucina rocha sousa,0.11,0.24,0.24,0.17
527,joelma morais ferreira,genaro zenaide clericuzi,joelma morais ferreira,genaro zenaide clericuzi,0.14,0.31,0.14,0.31
528,luis fernando marques dos santos,anne evelyne franco de souza,rafael de almeida travassos,anne evelyne franco de souza,0.21,0.37,0.45,0.37
529,angelina dias leao costa,aluisio braz de melo,angelina dias leao costa,aluisio braz de melo,0.15,0.1,0.15,0.1
530,maria de fatima alcantara barros,neide maria gomes de lucena,janine marta coelho rodrigues,jeronimo farias de alencar,0.07,0.22,0.5,0.45
531,joao paulo de sousa prado,marciane magnani,joao andrade da silva,graciele da silva campelo borges,0.25,0.24,0.38,0.28
532,thais augusta cunha de oliveira maximo,anisio jose da silva araujo,thais augusta cunha de oliveira maximo,anisio jose da silva araujo,0.08,0.13,0.08,0.13
533,eliton souto de medeiros,amelia severino ferreira e santos,eliton souto de medeiros,daniel araujo de macedo,0.38,0.25,0.38,0.21
534,paulo sergio rodrigues da silva,rodrigo ronelli duarte de andrade,marcos cesar santos oria,jorge gabriel gomes de souza ramos,0.13,0.1,0.35,0.27
535,alberto soto lock,francisco antonio belo,fabiano salvadori,romero leandro andersen,0.09,0.16,0.32,0.4
536,maura lucia fernandes penna,alice lumi satomi,luciana noda,maura lucia fernandes penna,0.13,-0.01,0.07,0.13
537,roseane batista feitosa nicolau,maria de fatima almeida,maria de fatima almeida,maria de fatima barbosa de mesquita batista,0.31,0.39,0.39,0.52
538,liana clebia de morais pordeus,fabiola de sousa braz aquino,liana clebia de morais pordeus,fabiola de sousa braz aquino,0.49,0.36,0.49,0.36
539,joao alves de lima,rodinei medeiros gomes,joao alves de lima,gilberto augusto amado moreira,0.39,0.2,0.39,0.24
540,gilberto augusto amado moreira,carlos antonio cabral dos santos,francisco antonio belo,zaqueu ernesto da silva,0.02,0.24,0.3,0.24
541,ronei marcos de moraes,camille de moura balarini,maria da conceicao rodrigues goncalves,camille de moura balarini,0.15,0.09,0.6,0.09
542,george emmanuel cavalcanti de miranda,david holanda de oliveira,george emmanuel cavalcanti de miranda,david holanda de oliveira,0.17,0.17,0.17,0.17
543,givanildo alves de azeredo,heber pimentel gomes,givanildo alves de azeredo,heber pimentel gomes,0.42,0.36,0.42,0.36
544,george emmanuel cavalcanti de miranda,david holanda de oliveira,george emmanuel cavalcanti de miranda,david holanda de oliveira,0.2,0.07,0.2,0.07
545,joelma morais ferreira,genaro zenaide clericuzi,joelma morais ferreira,raul rosenhaim,0.28,0.07,0.28,0.35
546,carlos alberto de almeida gadelha,clayton zambeli oliveira,carlos alberto de almeida gadelha,clayton zambeli oliveira,0.35,0.15,0.35,0.15
547,tiberio andrade dos passos,kelly cristiane gomes da silva,tiberio andrade dos passos,tadeu antonio de azevedo melo,-0.05,0.05,-0.05,0.17
548,ricardo de souza rosa,pedro cordeiro estrela de andrade pinto,pedro cordeiro estrela de andrade pinto,helder farias pereira de araujo,0.13,0.35,0.35,0.35
549,juliano elvis oliveira,flavia de medeiros aquino,ramon alves torquato,max rocha quirino,0.3,0.21,0.4,0.39
550,jose geraldo de paiva espinola,ercules epaminondas de sousa teotonio,ieda maria garcia dos santos,ercules epaminondas de sousa teotonio,0.29,0.35,0.36,0.35
551,fernando jose volpi eusebio de oliveira,julio santos reboucas,julio santos reboucas,ercules epaminondas de sousa teotonio,0.22,0.22,0.22,0.31
552,fernando jose volpi eusebio de oliveira,maria gardennia da fonseca,jose geraldo de paiva espinola,maria gardennia da fonseca,0.25,0.31,0.31,0.31
553,abel cavalcante lima filho,raimundo aprigio de menezes junior,cleonilson protasio de souza,antonio augusto lisboa de souza,0.17,0.26,0.23,0.27
554,joao andrade da silva,haissa roberta cardarelli,marciane magnani,ingrid conceicao dantas guerra,0.14,0.13,0.39,0.41
555,fabiana de carvalho fim,heber sivini ferreira,liszandra fernanda araujo campos,ricardo peixoto suassuna dutra,0.36,0.35,0.51,0.55
556,tiberio andrade dos passos,severino jackson guedes de lima,debora albuquerque vieira,heber sivini ferreira,0.26,0.17,0.49,0.5
557,eduardo rodrigues viana de lima,bartolomeu israel de souza,bartolomeu israel de souza,maria de fatima ferreira rodrigues,0.21,0.36,0.36,0.47
558,nataly albuquerque dos santos,fabiola dias da silva curbelo,nataly albuquerque dos santos,fabiola dias da silva curbelo,0.23,0.23,0.23,0.23
559,emilia de rodat fernandes moreira,anieres barbosa da silva,doralice satyro maia,bartolomeu israel de souza,0.11,0.02,0.39,0.39
560,ramon alves torquato,daniel araujo de macedo,ramon alves torquato,heber sivini ferreira,0.45,0.33,0.45,0.47
561,cicero da rocha souto,kleber carneiro de oliveira,kleber carneiro de oliveira,romero leandro andersen,0.33,0.5,0.5,0.47
562,pedro costa guedes vianna,anieres barbosa da silva,doralice satyro maia,bartolomeu israel de souza,0.11,0.15,0.47,0.32
563,jose maria barbosa filho,barbara viviana de oliveira santos,marcelo sobral da silva,celidarque da silva dias,0.29,0.23,0.44,0.33
564,joao paulo de sousa prado,solange de sousa,graciele da silva campelo borges,marciane magnani,0.28,0.13,0.3,0.4
565,juliano elvis oliveira,ricardo peixoto suassuna dutra,ramon alves torquato,eliton souto de medeiros,0.39,0.44,0.54,0.55
566,luis fernando marques dos santos,reinaldo nobrega de almeida,luis fernando marques dos santos,anne evelyne franco de souza,0.31,0.27,0.31,0.4
567,rosalia gouveia filizola,fatima maria macedo dos santos,lucio roberto cancado castellano,rosalia gouveia filizola,0.39,0.23,0.38,0.39
568,tatiane santi gadelha,clayton zambeli oliveira,tatiane santi gadelha,clayton zambeli oliveira,0.24,0.22,0.24,0.22
569,fernando jose volpi eusebio de oliveira,julio santos reboucas,ercules epaminondas de sousa teotonio,maria gardennia da fonseca,0.09,0.05,0.31,0.18
570,fabiola da cruz nunes,roberto sassi,eneas ricardo de morais gomes,ulrich vasconcelos da rocha gomes,0.23,0.14,0.63,0.29
571,luis fernando marques dos santos,anne evelyne franco de souza,rafael de almeida travassos,anne evelyne franco de souza,0.22,0.28,0.48,0.28
572,abel cavalcante lima filho,simplicio arnaud da silva,abel cavalcante lima filho,rodinei medeiros gomes,0.08,0.26,0.08,0.21
573,danielle guedes de lima cavalcante,kelly cristiane gomes da silva,danielle guedes de lima cavalcante,kelly cristiane gomes da silva,0.11,0.2,0.11,0.2
574,joao andrade da silva,elisandra costa almeida,joao paulo de sousa prado,elisandra costa almeida,0.08,0.37,0.48,0.37
575,kellen da silva coelho,renata francisco baldanza,kellen da silva coelho,nelsio rodrigues de abreu,0.26,0.17,0.26,0.27
576,josemberg moura de andrade,carmen walentina amorim gaudencio bezerra,josemberg moura de andrade,carmen walentina amorim gaudencio bezerra,0.4,0.3,0.4,0.3
577,silvana carneiro maciel,fabiola de sousa braz aquino,ana alayde werba saldanha pichelli,silvana carneiro maciel,0.32,0.22,0.32,0.32
578,carlos eduardo pimentel,silvana carneiro maciel,liana clebia de morais pordeus,paulo cesar zambroni de souza,0.17,0.14,0.28,0.22
579,carlos eduardo pimentel,ana alayde werba saldanha pichelli,silvana carneiro maciel,paulo cesar zambroni de souza,0.16,0.11,0.26,0.4
580,carlos alberto de almeida gadelha,tatiane santi gadelha,carlos alberto de almeida gadelha,tatiane santi gadelha,0.35,0.36,0.35,0.36
581,maria del pilar roca escalante,alvanira lucia de barros,marluce pereira da silva,rosalina maria sales chianca,0.13,0.08,0.32,0.12
582,naila francis paulo de oliveira,ana emilia barros e silva,naila francis paulo de oliveira,ana emilia barros e silva,0.21,0.12,0.21,0.12
583,daniela priscila marchi salvador,janine marta coelho rodrigues,mario cesar ugulino de araujo,jose henrique padovani velloso,0.28,0.15,0.65,0.53
584,karina chianca venancio,fabio de sousa dantas,luciane alves santos,fabio de sousa dantas,0.14,0.48,0.25,0.48
585,socorro de fatima pacifico barbosa,fabio de sousa dantas,michelle bianca santos dantas,fabio de sousa dantas,0.12,0.28,0.21,0.28
586,genilda alves de azeredo,fabio de sousa dantas,karina chianca venancio,fabio de sousa dantas,0.22,0.08,0.41,0.08
587,joao alves de lima,rodinei medeiros gomes,pollyana caetano ribeiro fernandes,max rocha quirino,0.31,0.04,0.26,0.3
588,silmar andrade do monte,elizete ventura do monte,sherlan guimaraes lemos,ricardo alexandre cavalcanti de lima,0.2,0.32,0.51,0.42
589,expedito ferraz junior,socorro de fatima pacifico barbosa,expedito ferraz junior,michelle bianca santos dantas,0.31,0.2,0.31,0.46
590,marluce pereira da silva,fabio alexandre silva bezerra,camila nathalia de oliveira braga,fabio alexandre silva bezerra,0.09,0.26,0.22,0.26
591,nataly albuquerque dos santos,raul rosenhaim,nataly albuquerque dos santos,rennio felix de sena,0.29,0.2,0.29,0.22
592,eufrasio de andrade lima neto,hemilio fernandes campos coelho,eufrasio de andrade lima neto,hemilio fernandes campos coelho,0.19,0.28,0.19,0.28
593,rodrigo cristiano,antonia lucia de souza,antonia lucia de souza,dayse das neves moreira,0.16,0.36,0.36,0.35
594,marcio jose coelho de pontes,mario cesar ugulino de araujo,mario cesar ugulino de araujo,sherlan guimaraes lemos,0.16,0.26,0.26,0.48
595,ilda antonieta salata toscano,edvan cirino da silva,wallace duarte fragoso,ricardo alexandre cavalcanti de lima,-0.01,0.16,0.24,0.48
596,richarde marques da silva,christianne maria moura reis,richarde marques da silva,christianne maria moura reis,0.12,0.08,0.12,0.08
597,richarde marques da silva,henrique elias pessoa gutierres,richarde marques da silva,henrique elias pessoa gutierres,0.19,0.08,0.19,0.08
598,islania giselia albuquerque goncalves,maria do socorro de franca silva,islania giselia albuquerque goncalves,maria do socorro de franca silva,0.32,0.36,0.32,0.36
599,marianna vieira sobral castello branco,diego nunes guedes,marianna vieira sobral castello branco,diego nunes guedes,0.2,0.15,0.2,0.15
600,marianna vieira sobral castello branco,diego nunes guedes,fabiana de andrade cavalcante,marianna vieira sobral castello branco,0.22,0.16,0.17,0.22
601,waldir leite roque,luciana andrade dos passos,frederico barbosa de sousa,pablo brilhante de sousa,0.27,0.26,0.45,0.29
602,cicero da rocha souto,kleber carneiro de oliveira,simplicio arnaud da silva,romero leandro andersen,0.07,0.2,0.27,0.21
603,nady rocha,fabiano salvadori,isaac soares de freitas,darlan alexandria fernandes,0.31,0.25,0.31,0.47
604,flavio luiz honorato da silva,veruscka araujo silva,flavio luiz honorato da silva,mercia melo de almeida mota,0.48,0.22,0.48,0.37
605,mercia melo de almeida mota,leopoldo oswaldo alcazar rojas,flavio luiz honorato da silva,mercia melo de almeida mota,0.37,0.23,0.28,0.37
606,flavio luiz honorato da silva,sharline florentino de melo santos,flavio luiz honorato da silva,sharline florentino de melo santos,0.28,0.64,0.28,0.64
607,flavio luiz honorato da silva,josilene de assis cavalcante,flavio luiz honorato da silva,veruscka araujo silva,0.32,0.21,0.32,0.64
608,rennio felix de sena,raul rosenhaim,rennio felix de sena,sharline florentino de melo santos,0.29,0.21,0.29,0.41
609,tarciso cabral da silva,gilson barbosa athayde junior,gilson barbosa athayde junior,elisangela maria rodrigues rocha,0.22,0.07,0.07,0.69
610,adriano rolim da paz,carmem lucia moreira gadelha,adriano rolim da paz,carmem lucia moreira gadelha,0.21,0.05,0.21,0.05
611,adriano rolim da paz,carmem lucia moreira gadelha,adriano rolim da paz,carmem lucia moreira gadelha,0.25,0.11,0.25,0.11
612,claudia fabiana gohr,luiz bueno da silva,maria silene alexandre leite,luiz bueno da silva,0.23,0.23,0.37,0.23
613,tiberio andrade dos passos,joseilme fernandes gouveia,hamilcar jose almeida filgueira,ana lima dantas,0.22,0.02,0.36,0.51
614,ana maria gondim valenca,joao euclides fernandes braga,cristianne da silva alexandre,jader freire sobral filho,0.29,0.27,0.32,0.36
615,rilva lopes de sousa munoz,monica souza de miranda henriques,eutilia andrade medeiros freire,jose eymard moraes de medeiros filho,0.15,0.22,0.4,0.35
616,juliana sousa soares de araujo,flavia cristina fernandes pimenta,angela de siqueira figueiredo,monica souza de miranda henriques,0.27,0.32,0.42,0.37
617,rosalia gouveia filizola,jader freire sobral filho,cristianne da silva alexandre,fatima maria macedo dos santos,0.05,0.35,0.42,0.41
618,rosalia gouveia filizola,cristianne da silva alexandre,jader freire sobral filho,monica souza de miranda henriques,0.07,0.26,0.48,0.46
619,alessandra sousa braz caldas de andrade,cristianne da silva alexandre,maurus marques de almeida holanda,fatima maria macedo dos santos,0.06,0.35,0.61,0.48
