Trabalho, Avaliador 1, Avaliador 2, Avaliador 3, Avaliador 4, Similaridade 1, Similaridade 2, Similaridade 3, Similaridade 4
412,evandro leite de souza,jailane de souza aquino,flavia emilia leite de lima ferreira,maria da conceicao rodrigues goncalves,0.19,0.27,0.34,0.35
413,maria da conceicao rodrigues goncalves,maria jose de carvalho costa,evandro leite de souza,maria jose de carvalho costa,0.16,0.38,0.45,0.38
414,evandro leite de souza,jailane de souza aquino,jailane de souza aquino,maria jose de carvalho costa,0.28,0.48,0.48,0.35
415,patricia pinheiro fernandes vieira,katia suely queiroz silva ribeiro,juliana sampaio,katia suely queiroz silva ribeiro,0.38,0.45,0.44,0.45
416,ana claudia cavalcanti peixoto de vasconcelos,luciano bezerra gomes,katia suely queiroz silva ribeiro,pedro jose santos carneiro cruz,0.25,0.41,0.48,0.41
417,juliana sampaio,pedro jose santos carneiro cruz,joria viana guerreiro,ricardo de sousa soares,0.24,0.13,0.37,0.56
418,patricia pinheiro fernandes vieira,ricardo de sousa soares,juliana sampaio,luciano bezerra gomes,0.19,0.25,0.41,0.42
419,katia suely queiroz silva ribeiro,ricardo de sousa soares,luciano bezerra gomes,ricardo de sousa soares,0.29,0.42,0.33,0.42
420,wilton wilney nascimento padilha,katia suely queiroz silva ribeiro,luciano bezerra gomes,pedro jose santos carneiro cruz,0.24,0.34,0.52,0.56
421,wilton wilney nascimento padilha,katia suely queiroz silva ribeiro,joria viana guerreiro,luciano bezerra gomes,0.3,0.33,0.4,0.54
422,wilton wilney nascimento padilha,juliana sampaio,ana claudia cavalcanti peixoto de vasconcelos,pedro jose santos carneiro cruz,0.25,0.34,0.42,0.43
423,wilton wilney nascimento padilha,sergio ribeiro dos santos,ana claudia cavalcanti peixoto de vasconcelos,sergio ribeiro dos santos,0.5,0.46,0.45,0.46
424,joria viana guerreiro,pedro jose santos carneiro cruz,juliana sampaio,pedro jose santos carneiro cruz,0.42,0.44,0.54,0.44
425,ana claudia cavalcanti peixoto de vasconcelos,pedro jose santos carneiro cruz,ana claudia cavalcanti peixoto de vasconcelos,sergio ribeiro dos santos,0.38,0.28,0.38,0.31
426,juliana sampaio,sergio ribeiro dos santos,ana claudia cavalcanti peixoto de vasconcelos,juliana sampaio,0.56,0.36,0.41,0.56
427,patricia pinheiro fernandes vieira,juliana sampaio,joria viana guerreiro,sergio ribeiro dos santos,0.22,0.3,0.42,0.47
428,ana maria gondim valenca,pedro jose santos carneiro cruz,katia suely queiroz silva ribeiro,ricardo de sousa soares,0.33,0.36,0.46,0.47
429,ana claudia cavalcanti peixoto de vasconcelos,ricardo de sousa soares,katia suely queiroz silva ribeiro,sergio ribeiro dos santos,0.3,0.22,0.42,0.44
430,luciane spinelli de figueiredo pessoa,marine raquel diniz da rosa,leonardo wanderley lopes,marine raquel diniz da rosa,0.23,0.33,0.38,0.33
431,marine raquel diniz da rosa,wagner teobaldo lopes de andrade,giorvan anderson dos santos alves,maria fabiana bonfim de lima silva,0.43,0.3,0.5,0.48
432,isabelle cahino delgado,marine raquel diniz da rosa,maria fabiana bonfim de lima silva,wagner teobaldo lopes de andrade,0.22,0.37,0.44,0.47
433,leonardo wanderley lopes,luciane spinelli de figueiredo pessoa,anna alice figueiredo de almeida,leonardo wanderley lopes,0.38,0.3,0.5,0.38
434,ricardo dias de castro,luciane spinelli de figueiredo pessoa,luciane spinelli de figueiredo pessoa,marine raquel diniz da rosa,0.4,0.41,0.41,0.45
435,ana carla estellita vogeley,marine raquel diniz da rosa,ana carla estellita vogeley,maria fabiana bonfim de lima silva,0.38,0.37,0.38,0.47
436,giorvan anderson dos santos alves,wagner teobaldo lopes de andrade,maria fabiana bonfim de lima silva,marine raquel diniz da rosa,0.19,0.25,0.34,0.38
437,ana carla estellita vogeley,leonardo wanderley lopes,anna alice figueiredo de almeida,isabelle cahino delgado,0.23,0.39,0.46,0.41
438,isabelle cahino delgado,leonardo wanderley lopes,anna alice figueiredo de almeida,leonardo wanderley lopes,0.28,0.4,0.48,0.4
439,giorvan anderson dos santos alves,leonardo wanderley lopes,leonardo wanderley lopes,luciana pimentel fernandes de melo,0.29,0.47,0.47,0.34
440,ana carla estellita vogeley,maria fabiana bonfim de lima silva,luciane spinelli de figueiredo pessoa,wagner teobaldo lopes de andrade,0.19,0.35,0.39,0.5
441,anna alice figueiredo de almeida,giorvan anderson dos santos alves,isabelle cahino delgado,wagner teobaldo lopes de andrade,0.42,0.35,0.45,0.45
442,ana carla estellita vogeley,luciana pimentel fernandes de melo,isabelle cahino delgado,wagner teobaldo lopes de andrade,0.2,0.31,0.4,0.43
443,giorvan anderson dos santos alves,luciane spinelli de figueiredo pessoa,anna alice figueiredo de almeida,marine raquel diniz da rosa,0.22,0.4,0.47,0.5
444,antonio geraldo cidrao de carvalho,palloma rodrigues de andrade,eliane araujo de oliveira,palloma rodrigues de andrade,0.22,0.52,0.44,0.52
445,eliane araujo de oliveira,maria claudia gatto cardia,maria de fatima alcantara barros,neide maria gomes de lucena,0.28,0.31,0.4,0.44
446,angela cristina dornelas da silva,neide maria gomes de lucena,neide maria gomes de lucena,stenio melo lins da costa,0.22,0.42,0.42,0.49
447,adriana carla costa ribeiro clementino,maria de fatima alcantara barros,palloma rodrigues de andrade,stenio melo lins da costa,0.44,0.32,0.47,0.47
448,maria claudia gatto cardia,neide maria gomes de lucena,maria claudia gatto cardia,palloma rodrigues de andrade,0.34,0.23,0.34,0.42
449,antonio geraldo cidrao de carvalho,neide maria gomes de lucena,adriana carla costa ribeiro clementino,palloma rodrigues de andrade,0.22,0.31,0.38,0.39
450,adriana carla costa ribeiro clementino,valeria leite soares,angela cristina dornelas da silva,antonio geraldo cidrao de carvalho,0.26,0.22,0.4,0.41
451,adriana carla costa ribeiro clementino,maria claudia gatto cardia,angela cristina dornelas da silva,stenio melo lins da costa,0.4,0.31,0.44,0.53
452,antonio geraldo cidrao de carvalho,neide maria gomes de lucena,adriana carla costa ribeiro clementino,eliane araujo de oliveira,0.17,0.09,0.31,0.31
453,eliane araujo de oliveira,stenio melo lins da costa,adriana carla costa ribeiro clementino,eliane araujo de oliveira,0.47,0.2,0.52,0.47
454,antonio geraldo cidrao de carvalho,maria claudia gatto cardia,antonio geraldo cidrao de carvalho,neide maria gomes de lucena,0.49,0.37,0.49,0.53
455,adriana carla costa ribeiro clementino,palloma rodrigues de andrade,eliane araujo de oliveira,stenio melo lins da costa,0.28,0.4,0.44,0.47
456,gilmario ricarte batista,maria do socorro cirilo de sousa,clarice maria de lucena martins,maria do socorro cirilo de sousa,0.33,0.57,0.55,0.57
457,clarice maria de lucena martins,maria do socorro cirilo de sousa,clarice maria de lucena martins,iraquitan de oliveira caminha,0.46,0.43,0.46,0.3
458,filipe ferreira da costa,iraquitan de oliveira caminha,jose cazuza de farias junior,maria do socorro cirilo de sousa,0.31,0.26,0.36,0.53
459,iraquitan de oliveira caminha,maria do socorro cirilo de sousa,alexandre sergio silva,maria do socorro cirilo de sousa,0.25,0.51,0.55,0.51
460,alexandre sergio silva,maria do socorro cirilo de sousa,jose cazuza de farias junior,maria do socorro cirilo de sousa,0.34,0.46,0.55,0.46
461,filipe ferreira da costa,pierre normando gomes-da-silva,jose cazuza de farias junior,pierre normando gomes-da-silva,0.23,0.42,0.34,0.42
462,alexandre sergio silva,gilmario ricarte batista,filipe ferreira da costa,gilmario ricarte batista,0.3,0.27,0.3,0.27
463,filipe ferreira da costa,gilmario ricarte batista,alexandre sergio silva,filipe ferreira da costa,0.55,0.34,0.46,0.55
464,alexandre sergio silva,jose cazuza de farias junior,alexandre sergio silva,filipe ferreira da costa,0.57,0.45,0.57,0.46
465,alexandre sergio silva,iraquitan de oliveira caminha,alexandre sergio silva,clarice maria de lucena martins,0.53,0.32,0.53,0.51
466,filipe ferreira da costa,iraquitan de oliveira caminha,clarice maria de lucena martins,gilmario ricarte batista,0.19,0.15,0.35,0.42
467,francisco borja ruiz reverter,raphael moreira beirigo,bruno de oliveira dias,fillipe silveira marini,0.28,0.37,0.59,0.61
468,francisco borja ruiz reverter,roseilton fernandes dos santos,belisia lucia moreira toscano diniz,raunira da costa araujo,0.24,0.39,0.54,0.54
469,edna ursulino alves,valeria peixoto borges,djail santos,silvanda de melo silva,0.46,0.31,0.52,0.5
470,fabricio lopes de macedo,marcos barros de medeiros,bruno de oliveira dias,fillipe silveira marini,0.34,0.32,0.57,0.63
471,bruno de oliveira dias,raphael moreira beirigo,belisia lucia moreira toscano diniz,silvania maria de souza gomes nascimento,0.46,0.38,0.55,0.52
472,marcia roseane targino de oliveira,rejane maria nunes mendonca,silvanda de melo silva,thiago jardelino dias,0.42,0.51,0.56,0.63
473,marcia roseane targino de oliveira,silvania maria de souza gomes nascimento,lourival ferreira cavalcante,thiago jardelino dias,0.37,0.4,0.56,0.58
474,francisco borja ruiz reverter,rejane maria nunes mendonca,albericio pereira de andrade,manoel alexandre diniz neto,0.3,0.43,0.55,0.58
475,alvaro carlos goncalves neto,silvanda de melo silva,adailson pereira de souza,ademar pereira de oliveira,0.5,0.36,0.59,0.57
476,manoel alexandre diniz neto,marcos barros de medeiros,edna ursulino alves,marcos barros de medeiros,0.43,0.5,0.54,0.5
477,albericio pereira de andrade,silvanda de melo silva,manoel alexandre diniz neto,silvanda de melo silva,0.5,0.59,0.55,0.59
478,edna ursulino alves,marcia roseane targino de oliveira,ademar pereira de oliveira,belisia lucia moreira toscano diniz,0.36,0.21,0.49,0.55
479,djail santos,roseilton fernandes dos santos,carlos henrique de brito,nivania pereira da costa,0.53,0.45,0.54,0.61
480,bruno de oliveira dias,silvanda de melo silva,alvaro carlos goncalves neto,marcos barros de medeiros,0.39,0.37,0.5,0.55
481,marcia roseane targino de oliveira,raphael abrahao,nivania pereira da costa,raunira da costa araujo,0.3,0.23,0.58,0.59
482,belisia lucia moreira toscano diniz,rejane maria nunes mendonca,ademar pereira de oliveira,lourival ferreira cavalcante,0.6,0.48,0.63,0.6
483,fillipe silveira marini,walter esfrain pereira,pericles de farias borges,raphael abrahao,0.24,0.33,0.45,0.4
484,albericio pereira de andrade,nivania pereira da costa,silvania maria de souza gomes nascimento,valeria peixoto borges,0.29,0.17,0.38,0.34
485,alexandre paiva da silva,valeria peixoto borges,adailson pereira de souza,raunira da costa araujo,0.45,0.36,0.5,0.51
486,alvaro carlos goncalves neto,silvania maria de souza gomes nascimento,carlos henrique de brito,marcos barros de medeiros,0.23,0.2,0.44,0.49
487,belisia lucia moreira toscano diniz,marcos barros de medeiros,luciana cordeiro do nascimento,thiago jardelino dias,0.35,0.47,0.57,0.56
488,djail santos,nivania pereira da costa,rejane maria nunes mendonca,silvanda de melo silva,0.38,0.37,0.56,0.55
489,laesio pereira martins,manoel alexandre diniz neto,alvaro carlos goncalves neto,fillipe silveira marini,0.4,0.49,0.56,0.6
490,adailson pereira de souza,walter esfrain pereira,lourival ferreira cavalcante,roseilton fernandes dos santos,0.28,0.4,0.53,0.53
491,belisia lucia moreira toscano diniz,marcos barros de medeiros,marcos barros de medeiros,roseilton fernandes dos santos,0.48,0.65,0.65,0.57
492,alvaro carlos goncalves neto,raunira da costa araujo,belisia lucia moreira toscano diniz,djail santos,0.39,0.44,0.58,0.55
493,guttemberg da silva silvino,pericles de farias borges,rejane maria nunes mendonca,roseilton fernandes dos santos,0.32,0.23,0.51,0.5
494,djail santos,roseilton fernandes dos santos,fabricio lopes de macedo,luciana cordeiro do nascimento,0.39,0.46,0.55,0.65
495,guttemberg da silva silvino,lourival ferreira cavalcante,carlos henrique de brito,jacinto de luna batista,0.33,0.19,0.5,0.49
496,edna ursulino alves,nivania pereira da costa,jacinto de luna batista,luciana cordeiro do nascimento,0.12,0.26,0.46,0.44
497,adailson pereira de souza,fillipe silveira marini,edna ursulino alves,raunira da costa araujo,0.48,0.58,0.61,0.56
498,fillipe silveira marini,manoel alexandre diniz neto,raphael abrahao,valeria peixoto borges,0.2,0.27,0.4,0.35
499,alexandre paiva da silva,lourival ferreira cavalcante,djail santos,pericles de farias borges,0.34,0.24,0.42,0.4
500,alexandre paiva da silva,pericles de farias borges,albericio pereira de andrade,edna ursulino alves,0.25,0.26,0.38,0.38
501,laesio pereira martins,silvanda de melo silva,edna ursulino alves,nivania pereira da costa,0.44,0.48,0.53,0.56
502,alexandre paiva da silva,rejane maria nunes mendonca,adailson pereira de souza,fillipe silveira marini,0.44,0.51,0.54,0.59
503,alvaro carlos goncalves neto,valeria peixoto borges,laesio pereira martins,walter esfrain pereira,0.4,0.45,0.58,0.58
504,jacinto de luna batista,roseilton fernandes dos santos,laesio pereira martins,walter esfrain pereira,0.23,0.38,0.56,0.62
505,luciana cordeiro do nascimento,pericles de farias borges,raphael moreira beirigo,valeria peixoto borges,0.35,0.29,0.38,0.42
506,edna ursulino alves,nivania pereira da costa,luciana cordeiro do nascimento,silvania maria de souza gomes nascimento,0.45,0.52,0.57,0.58
507,adailson pereira de souza,pericles de farias borges,djail santos,marcia roseane targino de oliveira,0.35,0.26,0.59,0.52
508,carlos henrique de brito,lourival ferreira cavalcante,laesio pereira martins,marcia roseane targino de oliveira,0.22,0.38,0.55,0.5
509,lourival ferreira cavalcante,raphael moreira beirigo,alexandre paiva da silva,marcia roseane targino de oliveira,0.48,0.24,0.56,0.52
510,francisco borja ruiz reverter,fillipe silveira marini,laesio pereira martins,marcia roseane targino de oliveira,0.2,0.25,0.53,0.43
511,ademar pereira de oliveira,raphael moreira beirigo,bruno de oliveira dias,roseilton fernandes dos santos,0.52,0.32,0.58,0.58
512,adailson pereira de souza,walter esfrain pereira,ademar pereira de oliveira,alexandre paiva da silva,0.44,0.46,0.53,0.57
513,bruno de oliveira dias,valeria peixoto borges,alexandre paiva da silva,walter esfrain pereira,0.58,0.39,0.63,0.67
514,djail santos,manoel alexandre diniz neto,adailson pereira de souza,lourival ferreira cavalcante,0.4,0.52,0.56,0.57
515,guttemberg da silva silvino,silvania maria de souza gomes nascimento,alexandre paiva da silva,nivania pereira da costa,0.32,0.42,0.54,0.52
516,albericio pereira de andrade,thiago jardelino dias,bruno de oliveira dias,walter esfrain pereira,0.37,0.39,0.47,0.48
517,guttemberg da silva silvino,laesio pereira martins,rejane maria nunes mendonca,thiago jardelino dias,0.51,0.47,0.62,0.67
518,bruno de oliveira dias,silvania maria de souza gomes nascimento,rejane maria nunes mendonca,silvania maria de souza gomes nascimento,0.32,0.52,0.5,0.52
519,clauirton de albuquerque siebra,carlos antonio cabral dos santos,antonio christian de andrade moura,braulio almeida santos,0.22,0.11,0.59,0.47
520,ana carolina figueiredo lacerda sakamoto,alessandra sousa braz caldas de andrade,mercia melo de almeida mota,kelly cristiane gomes da silva,0.15,0.19,0.54,0.53
521,aline mendes ribeiro,leonardo augusto fonseca pascoal,divan soares da silva,edilson paes saraiva,0.34,0.32,0.38,0.36
522,ariosvaldo nunes de medeiros,edson mauro santos,divan soares da silva,juliana silva de oliveira,0.36,0.22,0.44,0.44
523,ariosvaldo nunes de medeiros,safira valenca bispo,leonardo augusto fonseca pascoal,severino gonzaga neto,0.47,0.43,0.58,0.57
524,carla aparecida soares saraiva,paulo sergio de azevedo,jose humberto vilar da silva,severino gonzaga neto,0.34,0.5,0.57,0.52
525,edilson paes saraiva,juliana silva de oliveira,fernando guilherme perazzo costa,roseane madeira bezerra,0.26,0.3,0.53,0.51
526,carla aparecida soares saraiva,jose humberto vilar da silva,leonardo augusto fonseca pascoal,paulo sergio de azevedo,0.47,0.43,0.6,0.56
527,ariosvaldo nunes de medeiros,safira valenca bispo,ariosvaldo nunes de medeiros,edilson paes saraiva,0.5,0.45,0.5,0.5
528,carlos augusto alanis clemente,severino gonzaga neto,divan soares da silva,maria lindomarcia leonardo da costa,0.16,0.27,0.5,0.46
529,carlos augusto alanis clemente,roseane madeira bezerra,flavia de oliveira paulino,safira valenca bispo,0.33,0.27,0.41,0.41
530,edilson paes saraiva,jose humberto vilar da silva,jose humberto vilar da silva,ricardo romao guerra,0.34,0.61,0.61,0.6
531,juliana silva de oliveira,paulo sergio de azevedo,roseane madeira bezerra,0.45,0.53,0.56
532,ariosvaldo nunes de medeiros,leonardo augusto fonseca pascoal,edson mauro santos,juliana silva de oliveira,0.27,0.45,0.41,0.4
533,albericio pereira de andrade,paulo sergio de azevedo,carlos augusto alanis clemente,severino gonzaga neto,0.33,0.33,0.43,0.47
534,ana patricia almeida bezerra,paulo sergio de azevedo,leonardo augusto fonseca pascoal,paulo sergio de azevedo,0.34,0.55,0.57,0.55
535,edilson paes saraiva,safira valenca bispo,ariosvaldo nunes de medeiros,jose jordao filho,0.32,0.34,0.57,0.74
536,jose humberto vilar da silva,ricardo romao guerra,carla aparecida soares saraiva,jose humberto vilar da silva,0.74,0.42,0.48,0.74
537,carlos augusto alanis clemente,jose humberto vilar da silva,aline mendes ribeiro,ricardo romao guerra,0.32,0.46,0.44,0.49
538,fernando guilherme perazzo costa,juliana silva de oliveira,jose humberto vilar da silva,roseane madeira bezerra,0.55,0.4,0.56,0.53
539,divan soares da silva,george rodrigo beltrao da cruz,carlos augusto alanis clemente,paulo sergio de azevedo,0.41,0.41,0.6,0.68
540,carla aparecida soares saraiva,leonardo augusto fonseca pascoal,divan soares da silva,edilson paes saraiva,0.2,0.32,0.46,0.46
541,aline mendes ribeiro,maria lindomarcia leonardo da costa,carlos augusto alanis clemente,leonardo augusto fonseca pascoal,0.44,0.31,0.56,0.68
542,aline mendes ribeiro,juliana silva de oliveira,edilson paes saraiva,maria lindomarcia leonardo da costa,0.32,0.22,0.4,0.43
543,carlos augusto alanis clemente,leonardo augusto fonseca pascoal,fernando guilherme perazzo costa,roseane madeira bezerra,0.42,0.6,0.6,0.6
544,carla aparecida soares saraiva,jose jordao filho,fernando guilherme perazzo costa,ricardo romao guerra,0.51,0.39,0.56,0.6
545,aline mendes ribeiro,paulo sergio de azevedo,ricardo romao guerra,severino gonzaga neto,0.28,0.38,0.49,0.49
546,edilson paes saraiva,flavia de oliveira paulino,ana patricia almeida bezerra,george rodrigo beltrao da cruz,0.27,0.28,0.57,0.47
547,ricardo barbosa de lucena,simone bopp,ricardo barbosa de lucena,simone bopp,0.38,0.47,0.38,0.47
548,ricardo barbosa de lucena,simone bopp,ricardo barbosa de lucena,simone bopp,0.38,0.32,0.38,0.32
549,danilo tancler stipp,simone bopp,danilo tancler stipp,simone bopp,0.38,0.39,0.38,0.39
550,danilo tancler stipp,simone bopp,danila barreiro campos,danilo tancler stipp,0.36,0.26,0.38,0.36
551,danila barreiro campos,danilo tancler stipp,danila barreiro campos,ricardo barbosa de lucena,0.47,0.28,0.47,0.39
552,danilo tancler stipp,ricardo barbosa de lucena,danila barreiro campos,danilo tancler stipp,0.32,0.16,0.25,0.32
553,antonio gouveia de souza,patricia mirella da silva scardua,tatjana keesen de souza lima clemente,patricia mirella da silva scardua,0.07,0.47,0.51,0.47
554,alisson vasconcelos de brito,patricia mirella da silva scardua,krystyna gorlach lira,patricia mirella da silva scardua,0.28,0.41,0.51,0.41
555,alex da silva barbosa,ian porto gurgel do amaral,belarmino barbosa lira,ian porto gurgel do amaral,0.3,0.4,0.37,0.4
556,elizete ventura do monte,ian porto gurgel do amaral,ricardo barbosa de lucena,ian porto gurgel do amaral,0.25,0.47,0.48,0.47
557,ismael ivan rockenbach,priscilla diniz lima da silva bernardino,carlos roberto marinho da silva filho,marta suely madruga,0.32,0.27,0.45,0.45
558,geiza alves azeredo de oliveira,ricardo targino moreira,juliana escariao da nobrega,marta suely madruga,0.3,0.37,0.36,0.37
559,laesio pereira martins,juliana escariao da nobrega,carolina lima cavalcanti de albuquerque,graciele da silva campelo borges,0.47,0.25,0.48,0.46
560,haissa roberta cardarelli,noadia priscila araujo rodrigues,haissa roberta cardarelli,marciane magnani,0.52,0.09,0.52,0.48
561,carlos roberto marinho da silva filho,ingrid conceicao dantas guerra,angela maria tribuzy de magalhaes cordeiro,ismael ivan rockenbach,0.34,0.34,0.48,0.48
562,estefania fernandes garcia,ismael ivan rockenbach,estefania fernandes garcia,ingrid conceicao dantas guerra,0.49,0.29,0.49,0.54
563,juliana escariao da nobrega,ricardo targino moreira,ismael ivan rockenbach,selma dos passos braga,0.35,0.44,0.51,0.51
564,carlos roberto marinho da silva filho,ricardo targino moreira,geiza alves azeredo de oliveira,ingrid conceicao dantas guerra,0.34,0.5,0.57,0.55
565,carolina lima cavalcanti de albuquerque,ingrid conceicao dantas guerra,graciele da silva campelo borges,selma dos passos braga,0.34,0.28,0.47,0.51
566,juliana escariao da nobrega,noadia priscila araujo rodrigues,estefania fernandes garcia,ricardo targino moreira,0.35,0.32,0.57,0.55
567,haissa roberta cardarelli,selma dos passos braga,haissa roberta cardarelli,ricardo targino moreira,0.59,0.53,0.59,0.49
568,carolina lima cavalcanti de albuquerque,noadia priscila araujo rodrigues,angela maria tribuzy de magalhaes cordeiro,selma dos passos braga,0.27,0.2,0.46,0.5
569,estefania fernandes garcia,juliana escariao da nobrega,marta suely madruga,priscilla diniz lima da silva bernardino,0.38,0.2,0.55,0.54
570,ana luiza mattos braga,ismael ivan rockenbach,edvaldo mesquita beltrao filho,graciele da silva campelo borges,0.39,0.41,0.48,0.59
571,estefania fernandes garcia,geiza alves azeredo de oliveira,geiza alves azeredo de oliveira,priscilla diniz lima da silva bernardino,0.55,0.56,0.56,0.63
572,geiza alves azeredo de oliveira,haissa roberta cardarelli,estefania fernandes garcia,ingrid conceicao dantas guerra,0.52,0.41,0.55,0.55
573,carolina lima cavalcanti de albuquerque,graciele da silva campelo borges,estefania fernandes garcia,ricardo targino moreira,0.38,0.36,0.53,0.47
574,ana luiza mattos braga,priscilla diniz lima da silva bernardino,carolina lima cavalcanti de albuquerque,ricardo targino moreira,0.36,0.31,0.39,0.44
575,geiza alves azeredo de oliveira,marciane magnani,fernanda vanessa gomes da silva,noadia priscila araujo rodrigues,0.26,0.32,0.56,0.41
576,ana luiza mattos braga,ingrid conceicao dantas guerra,carlos roberto marinho da silva filho,edvaldo mesquita beltrao filho,0.31,0.38,0.48,0.45
577,carolina lima cavalcanti de albuquerque,estefania fernandes garcia,carlos roberto marinho da silva filho,haissa roberta cardarelli,0.32,0.31,0.43,0.46
578,carlos roberto marinho da silva filho,priscilla diniz lima da silva bernardino,ana luiza mattos braga,ismael ivan rockenbach,0.31,0.34,0.45,0.45
579,fernanda vanessa gomes da silva,ingrid conceicao dantas guerra,carlos roberto marinho da silva filho,haissa roberta cardarelli,0.21,0.3,0.47,0.55
580,edvaldo mesquita beltrao filho,haissa roberta cardarelli,fernanda vanessa gomes da silva,selma dos passos braga,0.2,0.28,0.35,0.42
581,carlos roberto marinho da silva filho,noadia priscila araujo rodrigues,geiza alves azeredo de oliveira,ingrid conceicao dantas guerra,0.36,0.33,0.59,0.63
582,angela maria tribuzy de magalhaes cordeiro,ismael ivan rockenbach,geiza alves azeredo de oliveira,priscilla diniz lima da silva bernardino,0.44,0.47,0.55,0.54
583,ana luiza mattos braga,marta suely madruga,ismael ivan rockenbach,priscilla diniz lima da silva bernardino,0.26,0.33,0.52,0.52
584,esmeralda paranhos dos santos,priscilla diniz lima da silva bernardino,esmeralda paranhos dos santos,graciele da silva campelo borges,0.51,0.51,0.51,0.53
585,alessandra correia lima macedo franca,enoque feitosa sobreira filho,adriano marteleto godinho,giscard farias agra,0.51,0.55,0.64,0.58
586,eduardo ramalho rabenhorst,giscard farias agra,adriana dias vieira,alessandra correia lima macedo franca,0.4,0.53,0.64,0.57
587,eduardo ramalho rabenhorst,newton de oliveira lima,adriano marteleto godinho,newton de oliveira lima,0.39,0.51,0.57,0.51
588,enoque feitosa sobreira filho,ulisses da silveira job,adriano marteleto godinho,enoque feitosa sobreira filho,0.5,0.42,0.48,0.5
589,lorena de melo freitas,narbal de marsillac fontes,jaqueline brito vidal batista,marlene helena de oliveira franca,0.35,0.31,0.43,0.48
590,lorena de melo freitas,maria creusa de araujo borges,alessandra correia lima macedo franca,lorena de melo freitas,0.49,0.35,0.47,0.49
591,giscard farias agra,ulisses da silveira job,belinda pereira da cunha,eduardo ramalho rabenhorst,0.37,0.45,0.5,0.48
592,adriana dias vieira,maria creusa de araujo borges,adriana dias vieira,narbal de marsillac fontes,0.55,0.41,0.55,0.55
593,enoque feitosa sobreira filho,newton de oliveira lima,adriana dias vieira,adriano marteleto godinho,0.4,0.4,0.58,0.53
594,eduardo ramalho rabenhorst,maria creusa de araujo borges,enoque feitosa sobreira filho,maria creusa de araujo borges,0.41,0.47,0.47,0.47
595,giscard farias agra,newton de oliveira lima,jailson jose gomes da rocha,narbal de marsillac fontes,0.38,0.22,0.38,0.43
596,adriana dias vieira,valfredo de andrade aguiar filho,newton de oliveira lima,ulisses da silveira job,0.45,0.39,0.57,0.54
597,adriano marteleto godinho,sven peterke,narbal de marsillac fontes,valfredo de andrade aguiar filho,0.46,0.42,0.52,0.45
598,alessandra correia lima macedo franca,marlene helena de oliveira franca,newton de oliveira lima,ulisses da silveira job,0.43,0.41,0.55,0.52
599,alessandra correia lima macedo franca,maria creusa de araujo borges,eduardo ramalho rabenhorst,giscard farias agra,0.45,0.41,0.48,0.49
600,adriana dias vieira,lorena de melo freitas,enoque feitosa sobreira filho,marcilio toscano franca filho,0.51,0.4,0.55,0.52
601,giscard farias agra,lorena de melo freitas,lorena de melo freitas,maria creusa de araujo borges,0.4,0.57,0.57,0.55
602,adriana dias vieira,marcilio toscano franca filho,lorena de melo freitas,ulisses da silveira job,0.45,0.42,0.48,0.47
603,alessandra correia lima macedo franca,jailson jose gomes da rocha,lorena de melo freitas,sven peterke,0.48,0.36,0.54,0.47
604,belinda pereira da cunha,eduardo ramalho rabenhorst,enoque feitosa sobreira filho,marcilio toscano franca filho,0.39,0.36,0.43,0.45
605,edilson paulo,fabio walter,renata paes de barros camara,wenner glaucio lopes lucena,0.3,-0.05,0.44,0.43
606,james batista vieira,rita de cassia de faria pereira,renata paes de barros camara,wenner glaucio lopes lucena,0.13,0.11,0.39,0.39
607,carlo gabriel porto bellini,rommel de santana freire,aldo leonardo cunha callado,carlo gabriel porto bellini,0.36,0.21,0.35,0.36
608,james batista vieira,josedilton alves diniz,aldo leonardo cunha callado,anielson barbosa da silva,0.21,0.22,0.36,0.29
609,jose mancinelli ledo do nascimento,rita de cassia de faria pereira,rommel de santana freire,vera lucia cruz,0.36,0.33,0.5,0.5
610,josedilton alves diniz,rita de cassia de faria pereira,orleans silva martins,wenner glaucio lopes lucena,0.18,0.18,0.3,0.33
611,carlo gabriel porto bellini,orleans silva martins,joseilme fernandes gouveia,stephanie ingrid souza barboza,0.07,0.1,-0.01,0.04
612,edilson paulo,wenner glaucio lopes lucena,carlo gabriel porto bellini,rita de cassia de faria pereira,0.12,0.2,0.42,0.37
613,aldo leonardo cunha callado,orleans silva martins,josedilton alves diniz,wenner glaucio lopes lucena,0.38,0.2,0.38,0.49
614,carlo gabriel porto bellini,vera lucia cruz,renata paes de barros camara,vera lucia cruz,0.36,0.48,0.47,0.48
615,aldo leonardo cunha callado,josedilton alves diniz,fabio walter,james batista vieira,0.19,-0.02,-0.01,0.25
616,renata paes de barros camara,wenner glaucio lopes lucena,edilson paulo,vera lucia cruz,0.17,0.35,0.3,0.37
617,aldo leonardo cunha callado,stephanie ingrid souza barboza,josedilton alves diniz,rommel de santana freire,0.44,0.24,0.47,0.49
618,carlo gabriel porto bellini,joseilme fernandes gouveia,james batista vieira,rommel de santana freire,0.33,0.19,0.37,0.34
619,james batista vieira,orleans silva martins,carlo gabriel porto bellini,vera lucia cruz,0.36,0.26,0.5,0.62
620,edilson paulo,josedilton alves diniz,aldo leonardo cunha callado,renata paes de barros camara,0.16,0.06,0.26,0.24
